2026-09-11 14:14:10 [info] Log-Datei: C:\Lager\lager-barcode-generator\log\barcode_20260911_141410_356.log
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C07.png {"dauerMs":98}
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C08.png {"dauerMs":124}
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C09.png {"dauerMs":99}
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C10.png {"dauerMs":107}
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C11.png {"dauerMs":126}
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C12.png {"dauerMs":104}
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C13.png {"dauerMs":101}
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C14.png {"dauerMs":102}
2026-09-11 14:14:16 [info] Erstellt: lagerplatz_01C15.png {"dauerMs":100}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C16.png {"dauerMs":111}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C17.png {"dauerMs":104}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C18.png {"dauerMs":107}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C19.png {"dauerMs":101}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C20.png {"dauerMs":115}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C21.png {"dauerMs":100}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C22.png {"dauerMs":96}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C23.png {"dauerMs":102}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C24.png {"dauerMs":99}
2026-09-11 14:14:17 [info] Erstellt: lagerplatz_01C25.png {"dauerMs":105}
2026-09-11 14:14:18 [info] Erstellt: lagerplatz_01C26.png {"dauerMs":111}
2026-09-11 14:14:18 [info] Erstellt: lagerplatz_01C27.png {"dauerMs":100}
2026-09-11 14:14:18 [info] Erstellt: lagerplatz_01C28.png {"dauerMs":102}
2026-09-11 14:14:18 [info] Erstellt: lagerplatz_01C29.png {"dauerMs":101}
2026-09-11 14:14:18 [info] Erstellt: lagerplatz_01C30.png {"dauerMs":107}
2026-09-11 14:14:18 [info] Erstellt: lagerplatz_01C31.png {"dauerMs":101}
2026-09-11 14:14:18 [info] Erstellt: lagerplatz_01C32.png {"dauerMs":105}
2026-09-11 14:14:18 [info] Erstellt: lagerplatz_01C33.png {"dauerMs":108}
2026-09-11 14:14:18 [info] Fertig. 77 erstellt, 0 uebersprungen. {"gesamtDauerMs":8451}
