2026-09-11 14:14:10 [info] Log-Datei: C:\Lager\lager-barcode-generator\log\barcode_20260911_141410_356.log
2026-09-11 14:14:10 [info] 77 Eintraege gefunden.
2026-09-11 14:14:10 [info] Vorlage: C:\Lager\lager-barcode-generator\Templates\MV-ABC.png
2026-09-11 14:14:10 [info] Ausgabe: C:\Lager\lager-barcode-generator\output
2026-09-11 14:14:10 [info] Erstellt: lagerplatz_01A01.png {"dauerMs":141}
2026-09-11 14:14:10 [info] Erstellt: lagerplatz_01A02.png {"dauerMs":132}
2026-09-11 14:14:10 [info] Erstellt: lagerplatz_01A03.png {"dauerMs":128}
2026-09-11 14:14:10 [info] Erstellt: lagerplatz_01A04.png {"dauerMs":127}
2026-09-11 14:14:11 [info] Erstellt: lagerplatz_01A05.png {"dauerMs":136}
2026-09-11 14:14:11 [info] Erstellt: lagerplatz_01A06.png {"dauerMs":125}
2026-09-11 14:14:11 [info] Erstellt: lagerplatz_01A07.png {"dauerMs":130}
2026-09-11 14:14:11 [info] Erstellt: lagerplatz_01A08.png {"dauerMs":125}
2026-09-11 14:14:11 [info] Erstellt: lagerplatz_01A09.png {"dauerMs":128}
2026-09-11 14:14:11 [info] Erstellt: lagerplatz_01A10.png {"dauerMs":122}
2026-09-11 14:14:11 [info] Erstellt: lagerplatz_01A11.png {"dauerMs":121}
2026-09-11 14:14:11 [info] Erstellt: lagerplatz_01A12.png {"dauerMs":102}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A13.png {"dauerMs":107}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A14.png {"dauerMs":102}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A15.png {"dauerMs":110}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A16.png {"dauerMs":110}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A17.png {"dauerMs":106}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A18.png {"dauerMs":99}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A19.png {"dauerMs":120}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A20.png {"dauerMs":109}
2026-09-11 14:14:12 [info] Erstellt: lagerplatz_01A21.png {"dauerMs":105}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01A22.png {"dauerMs":115}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B01.png {"dauerMs":99}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B02.png {"dauerMs":105}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B03.png {"dauerMs":105}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B04.png {"dauerMs":118}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B05.png {"dauerMs":103}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B06.png {"dauerMs":106}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B07.png {"dauerMs":105}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B08.png {"dauerMs":105}
2026-09-11 14:14:13 [info] Erstellt: lagerplatz_01B09.png {"dauerMs":106}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B10.png {"dauerMs":101}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B11.png {"dauerMs":98}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B12.png {"dauerMs":103}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B13.png {"dauerMs":106}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B14.png {"dauerMs":98}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B15.png {"dauerMs":106}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B16.png {"dauerMs":99}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B17.png {"dauerMs":105}
2026-09-11 14:14:14 [info] Erstellt: lagerplatz_01B18.png {"dauerMs":99}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01B19.png {"dauerMs":100}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01B20.png {"dauerMs":106}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01B21.png {"dauerMs":105}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01B22.png {"dauerMs":110}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01C01.png {"dauerMs":103}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01C02.png {"dauerMs":109}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01C03.png {"dauerMs":102}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01C04.png {"dauerMs":104}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01C05.png {"dauerMs":104}
2026-09-11 14:14:15 [info] Erstellt: lagerplatz_01C06.png {"dauerMs":102}
